Game Name,Game Name, Platform,Sales in Europe(millions),Sales in Japan(millions),Sales in North America(millions),Sales in the rest world(millions),Total Worldwide Sales(millions)
Inazuma Eleven Strikers,Game: Inazuma Eleven Strikers, Platform: Wii,0.01,0.25,0,0,0.26
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Game: Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III, Platform: Wii,0,0.47,0,0,0.47
Rune Factory: Tides of Destiny,Game: Rune Factory: Tides of Destiny, Platform: Wii,0,0.06,0.14,0.01,0.21
Pandora's Tower,Game: Pandora's Tower, Platform: Wii,0.1,0.08,0.13,0.03,0.33
The Last Story,Game: The Last Story, Platform: Wii,0.13,0.18,0.32,0.04,0.68
Inazuma Eleven GO Strikers 2013,Game: Inazuma Eleven GO Strikers 2013, Platform: Wii,0,0.1,0,0,0.1
Dragon Quest X,Game: Dragon Quest X, Platform: Wii,0,0.96,0,0,0.96
Mass Effect 3,Game: Mass Effect 3, Platform: WiiU,0.11,0,0.14,0.02,0.28
Monster Hunter Tri,Game: Monster Hunter Tri, Platform: WiiU,0.19,0.22,0.26,0.04,0.72
Dragon Quest X,Game: Dragon Quest X, Platform: WiiU,0,0.4,0,0,0.4
Dragon Quest X: All in One Package,Game: Dragon Quest X: All in One Package, Platform: WiiU,0,0.01,0,0,0.01
Shin Megami Tensei x Fire Emblem,Game: Shin Megami Tensei x Fire Emblem, Platform: WiiU,0.04,0.06,0.1,0.01,0.22
Xenoblade Chronicles X,Game: Xenoblade Chronicles X, Platform: WiiU,0.28,0.14,0.36,0.06,0.84
Final Fantasy XI: All-In-One Pack 2006,Game: Final Fantasy XI: All-In-One Pack 2006, Platform: X360,0,0.02,0,0,0.02
Enchanted Arms (JP sales),Game: Enchanted Arms (JP sales), Platform: X360,0,0.02,0,0,0.02
Spectral Force 3,Game: Spectral Force 3, Platform: X360,0,0,0.08,0.01,0.09
Final Fantasy XI,Game: Final Fantasy XI, Platform: X360,0.01,0,0.17,0.01,0.19
Phantasy Star Universe,Game: Phantasy Star Universe, Platform: X360,0.02,0,0.09,0.01,0.12
Culdcept SAGA,Game: Culdcept SAGA, Platform: X360,0,0.03,0.12,0.01,0.16
Enchanted Arms,Game: Enchanted Arms, Platform: X360,0.02,0,0.16,0.02,0.19
Blue Dragon,Game: Blue Dragon, Platform: X360,0.33,0.21,0.3,0.08,0.92
Operation Darkness,Game: Operation Darkness, Platform: X360,0,0,0.07,0,0.07
Final Fantasy XI: Vana'diel Collection 2008,Game: Final Fantasy XI: Vana'diel Collection 2008, Platform: X360,0,0.01,0.13,0.01,0.15
Final Fantasy XI: Wings of the Goddess,Game: Final Fantasy XI: Wings of the Goddess, Platform: X360,0,0.02,0.25,0.02,0.3
Eternal Sonata,Game: Eternal Sonata, Platform: X360,0.04,0.08,0.19,0.02,0.33
Shadowrun,Game: Shadowrun, Platform: X360,0.02,0,0.41,0.04,0.47
Kingdom Under Fire: Circle of Doom,Game: Kingdom Under Fire: Circle of Doom, Platform: X360,0.12,0.04,0.18,0.04,0.37
Two Worlds,Game: Two Worlds, Platform: X360,0.23,0,0.41,0.07,0.71
Lost Odyssey,Game: Lost Odyssey, Platform: X360,0.27,0.11,0.45,0.09,0.92
The Rise of the Argonauts,Game: The Rise of the Argonauts, Platform: X360,0.12,0,0.03,0.01,0.17
Record of Agarest War,Game: Record of Agarest War, Platform: X360,0,0.01,0.18,0.01,0.2
Dark Messiah of Might and Magic Elements,Game: Dark Messiah of Might and Magic Elements, Platform: X360,0.02,0.01,0.16,0.02,0.2
Tales of Vesperia,Game: Tales of Vesperia, Platform: X360,0.18,0.19,0.32,0.05,0.75
Infinite Undiscovery,Game: Infinite Undiscovery, Platform: X360,0.18,0.12,0.34,0.06,0.7
The Last Remnant,Game: The Last Remnant, Platform: X360,0.2,0.18,0.25,0.06,0.69
Too Human,Game: Too Human, Platform: X360,0.3,0.03,0.38,0.08,0.79
Cross Edge Dash,Game: Cross Edge Dash, Platform: X360,0,0.01,0,0,0.01
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,Game: Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage, Platform: X360,0.01,0,0.09,0.01,0.1
Risen,Game: Risen, Platform: X360,0.11,0,0.07,0.01,0.19
Final Fantasy XI: Ultimate Collection,Game: Final Fantasy XI: Ultimate Collection, Platform: X360,0,0,0.25,0.02,0.27
Divinity II: Ego Draconis,Game: Divinity II: Ego Draconis, Platform: X360,0.04,0,0.18,0.02,0.24
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,Game: Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout, Platform: X360,0.06,0,0.16,0.02,0.24
Magna Carta 2,Game: Magna Carta 2, Platform: X360,0.08,0.07,0.13,0.02,0.3
Sacred 2: Fallen Angel,Game: Sacred 2: Fallen Angel, Platform: X360,0.17,0.04,0.29,0.05,0.54
Star Ocean: The Last Hope,Game: Star Ocean: The Last Hope, Platform: X360,0.2,0.21,0.32,0.06,0.79
Marvel: Ultimate Alliance 2,Game: Marvel: Ultimate Alliance 2, Platform: X360,0.15,0,0.68,0.08,0.91
Monster Hunter Frontier Online: Season 9.0,Game: Monster Hunter Frontier Online: Season 9.0, Platform: X360,0,0.04,0,0,0.04
Monster Hunter Frontier Online,Game: Monster Hunter Frontier Online, Platform: X360,0,0.13,0,0,0.13
Divinity II: The Dragon Knight Saga,Game: Divinity II: The Dragon Knight Saga, Platform: X360,0.02,0,0.11,0.01,0.14
Venetica,Game: Venetica, Platform: X360,0.03,0,0.09,0.01,0.13
Arcania: Gothic 4,Game: Arcania: Gothic 4, Platform: X360,0.04,0.01,0.03,0.01,0.1
NieR,Game: NieR, Platform: X360,0.1,0.04,0.13,0.02,0.29
Resonance of Fate,Game: Resonance of Fate, Platform: X360,0.13,0.06,0.12,0.03,0.33
Dragon Age Origins: Awakening,Game: Dragon Age Origins: Awakening, Platform: X360,0.1,0,0.33,0.04,0.47
Alpha Protocol,Game: Alpha Protocol, Platform: X360,0.13,0,0.23,0.04,0.4
Entaku no Seito: Students of Round,Game: Entaku no Seito: Students of Round, Platform: X360,0,0.01,0,0,0.01
Monster Hunter Frontier Online: Forward 1,Game: Monster Hunter Frontier Online: Forward 1, Platform: X360,0,0.03,0,0,0.03
Monster Hunter Frontier Online: Forward 2,Game: Monster Hunter Frontier Online: Forward 2, Platform: X360,0,0.03,0,0,0.03
Monster Hunter Frontier Online: Season 10,Game: Monster Hunter Frontier Online: Season 10, Platform: X360,0,0.03,0,0,0.03
Dungeon Siege III,Game: Dungeon Siege III, Platform: X360,0.12,0.01,0.21,0.03,0.37
Two Worlds II,Game: Two Worlds II, Platform: X360,0.08,0.03,0.4,0.04,0.54
Final Fantasy XIII-2,Game: Final Fantasy XIII-2, Platform: X360,0.3,0.02,0.36,0.06,0.74
Dark Souls,Game: Dark Souls, Platform: X360,0.28,0,0.64,0.08,1
Risen 2: Dark Waters,Game: Risen 2: Dark Waters, Platform: X360,0.08,0,0.05,0.01,0.15
Game of Thrones,Game: Game of Thrones, Platform: X360,0.08,0,0.15,0.02,0.26
Fable: The Journey,Game: Fable: The Journey, Platform: X360,0.09,0,0.18,0.02,0.29
Dragon's Dogma,Game: Dragon's Dogma, Platform: X360,0.24,0.07,0.42,0.06,0.8
Kingdoms of Amalur: Reckoning,Game: Kingdoms of Amalur: Reckoning, Platform: X360,0.25,0.01,0.55,0.07,0.89
Lightning Returns: Final Fantasy XIII,Game: Lightning Returns: Final Fantasy XIII, Platform: X360,0.1,0.01,0.15,0.02,0.29
Diablo III,Game: Diablo III, Platform: X360,0.44,0,0.89,0.12,1.45
Bound By Flame,Game: Bound By Flame, Platform: X360,0.01,0,0,0,0.01
Sacred 3,Game: Sacred 3, Platform: X360,0.03,0,0.03,0.01,0.06
Risen 3: Titan Lords,Game: Risen 3: Titan Lords, Platform: X360,0.06,0,0.02,0.01,0.08
Fable,Game: Fable, Platform: X360,0.19,0.01,0.25,0.04,0.48
Dragon Age: Inquisition,Game: Dragon Age: Inquisition, Platform: X360,0.16,0,0.35,0.05,0.55
Dark Souls II,Game: Dark Souls II, Platform: X360,0.2,0.01,0.48,0.06,0.76
South Park: The Stick of Truth,Game: South Park: The Stick of Truth, Platform: X360,0.3,0,0.57,0.08,0.95
Metal Dungeon,Game: Metal Dungeon, Platform: XB,0.01,0,0.02,0,0.03
Shin Megami Tensei NINE,Game: Shin Megami Tensei NINE, Platform: XB,0,0.05,0,0,0.05
Baldur's Gate: Dark Alliance,Game: Baldur's Gate: Dark Alliance, Platform: XB,0.04,0,0.15,0.01,0.2
Black Stone: Magic & Steel,Game: Black Stone: Magic & Steel, Platform: XB,0.01,0,0.03,0,0.04
Arx Fatalis,Game: Arx Fatalis, Platform: XB,0.01,0,0.04,0,0.05
Phantasy Star Online Episode I & II,Game: Phantasy Star Online Episode I & II, Platform: XB,0.03,0,0.11,0.01,0.15
Dungeons & Dragons Heroes,Game: Dungeons & Dragons Heroes, Platform: XB,0.06,0,0.19,0.01,0.26
Pirates of the Caribbean,Game: Pirates of the Caribbean, Platform: XB,0.06,0,0.22,0.01,0.29
Fallout: Brotherhood of Steel,Game: Fallout: Brotherhood of Steel, Platform: XB,0.01,0,0.04,0,0.05
The Bard's Tale,Game: The Bard's Tale, Platform: XB,0.02,0,0.08,0,0.1
Sudeki,Game: Sudeki, Platform: XB,0.04,0,0.14,0.01,0.19
Baldur's Gate: Dark Alliance II,Game: Baldur's Gate: Dark Alliance II, Platform: XB,0.06,0,0.19,0.01,0.26
Lord of the Rings: The Third Age,Game: Lord of the Rings: The Third Age, Platform: XB,0.09,0,0.31,0.01,0.42
X-Men Legends,Game: X-Men Legends, Platform: XB,0.24,0,0.62,0.04,0.9
Star Wars Knights of the Old Republic II: The Sith Lords,Game: Star Wars Knights of the Old Republic II: The Sith Lords, Platform: XB,0.33,0,0.99,0.05,1.37
Digimon World 4,Game: Digimon World 4, Platform: XB,0.01,0,0.02,0,0.03
Royal Palace of White Sword and The City of Gentiles,Game: Royal Palace of White Sword and The City of Gentiles, Platform: XB,0.02,0,0.06,0,0.09
Gauntlet: Seven Sorrows,Game: Gauntlet: Seven Sorrows, Platform: XB,0.04,0,0.14,0.01,0.18
X-Men Legends II: Rise of Apocalypse,Game: X-Men Legends II: Rise of Apocalypse, Platform: XB,0.12,0,0.3,0.02,0.44
Jade Empire,Game: Jade Empire, Platform: XB,0.19,0,0.48,0.03,0.7
Lords of the Fallen,Game: Lords of the Fallen, Platform: XOne,0.1,0,0.1,0.02,0.22
Diablo III,Game: Diablo III, Platform: XOne,0.24,0,0.35,0.05,0.64
Dragon Age: Inquisition,Game: Dragon Age: Inquisition, Platform: XOne,0.28,0,0.55,0.07,0.91
Wasteland 2,Game: Wasteland 2, Platform: XOne,0.01,0,0.04,0,0.05
Divinity: Original Sin,Game: Divinity: Original Sin, Platform: XOne,0.02,0,0.04,0.01,0.07
Dark Souls II,Game: Dark Souls II, Platform: XOne,0.07,0,0.13,0.02,0.22
Final Fantasy Type-0,Game: Final Fantasy Type-0, Platform: XOne,0.07,0,0.15,0.02,0.25
The Witcher 3: Wild Hunt,Game: The Witcher 3: Wild Hunt, Platform: XOne,0.47,0,0.66,0.11,1.24
The Elder Scrolls Online,Game: The Elder Scrolls Online, Platform: XOne,0.38,0,0.77,0.12,1.27
The Technomancer,Game: The Technomancer, Platform: XOne,0.01,0,0.01,0,0.02
Deus Ex: Mankind Divided,Game: Deus Ex: Mankind Divided, Platform: XOne,0.06,0,0.08,0.01,0.15
Dark Souls III,Game: Dark Souls III, Platform: XOne,0.09,0,0.23,0.03,0.35
Air-Sea Battle,Game: Air-Sea Battle, Platform: 2600,0.06,0,0.91,0.01,0.98
Deadly Duck,Game: Deadly Duck, Platform: 2600,0.01,0,0.21,0,0.22
Dark Cavern,Game: Dark Cavern, Platform: 2600,0.01,0,0.22,0,0.24
Carnival,Game: Carnival, Platform: 2600,0.02,0,0.32,0,0.34
Berzerk,Game: Berzerk, Platform: 2600,0.04,0,0.68,0.01,0.73
Cosmic Ark,Game: Cosmic Ark, Platform: 2600,0.05,0,0.99,0.01,1.05
Megamania,Game: Megamania, Platform: 2600,0.06,0,1.03,0.01,1.1
Atlantis,Game: Atlantis, Platform: 2600,0.08,0,1.18,0.01,1.27
Centipede,Game: Centipede, Platform: 2600,0.08,0,1.26,0.01,1.36
River Raid,Game: River Raid, Platform: 2600,0.09,0,1.49,0.02,1.6
Chopper Command,Game: Chopper Command, Platform: 2600,0.03,0,0.47,0.01,0.5
Battlezone,Game: Battlezone, Platform: 2600,0.03,0,0.58,0.01,0.62
Yars' Revenge,Game: Yars' Revenge, Platform: 2600,0.04,0,0.73,0.01,0.78
Galaxian,Game: Galaxian, Platform: 2600,0.05,0,0.72,0.01,0.77
Moon Patrol,Game: Moon Patrol, Platform: 2600,0.06,0,1.05,0.01,1.12
Millipede,Game: Millipede, Platform: 2600,0.03,0,0.45,0.01,0.48
Solaris,Game: Solaris, Platform: 2600,0.02,0,0.35,0,0.37
Desert Falcon,Game: Desert Falcon, Platform: 2600,0.01,0,0.24,0,0.26
Defender II,Game: Defender II, Platform: 2600,0.02,0,0.42,0,0.45
River Raid II,Game: River Raid II, Platform: 2600,0.03,0,0.47,0.01,0.51
Dream Trigger 3D,Game: Dream Trigger 3D, Platform: 3DS,0.02,0,0.04,0.01,0.07
Heavy Fire: The Chosen Few 3D,Game: Heavy Fire: The Chosen Few 3D, Platform: 3DS,0,0,0.02,0,0.02
Centipede: Infestation,Game: Centipede: Infestation, Platform: 3DS,0,0,0.04,0,0.05
Nano Assault,Game: Nano Assault, Platform: 3DS,0,0,0.08,0.01,0.08
Star Fox 64 3D,Game: Star Fox 64 3D, Platform: 3DS,0.27,0.13,0.48,0.07,0.94
E.X. Troopers,Game: E.X. Troopers, Platform: 3DS,0,0.07,0,0,0.07
SpongeBob SquarePants: Plankton's Robotic Revenge,Game: SpongeBob SquarePants: Plankton's Robotic Revenge, Platform: 3DS,0.06,0,0,0,0.06
The House of the Dead 2,Game: The House of the Dead 2, Platform: DC,0,0.26,0,0,0.26
The Typing of the Dead,Game: The Typing of the Dead, Platform: DC,0,0.05,0,0,0.05
Triggerheart Exelica,Game: Triggerheart Exelica, Platform: DC,0,0.02,0,0,0.02
Space Invaders Revolution,Game: Space Invaders Revolution, Platform: DS,0,0,0.01,0,0.02
Dragon Booster,Game: Dragon Booster, Platform: DS,0,0,0.02,0,0.02
Nanostray,Game: Nanostray, Platform: DS,0,0,0.05,0,0.06
GoldenEye: Rogue Agent,Game: GoldenEye: Rogue Agent, Platform: DS,0,0,0.1,0.01,0.11
Greg Hastings' Tournament Paintball Max'd,Game: Greg Hastings' Tournament Paintball Max'd, Platform: DS,0,0,0.03,0,0.04
Point Blank DS (US sales),Game: Point Blank DS (US sales), Platform: DS,0,0,0.05,0,0.06
Disney's Chicken Little: Ace In Action,Game: Disney's Chicken Little: Ace In Action, Platform: DS,0,0,0.06,0,0.06
Bionicle Heroes,Game: Bionicle Heroes, Platform: DS,0,0,0.06,0,0.06
Point Blank DS (JP sales),Game: Point Blank DS (JP sales), Platform: DS,0,0.07,0,0,0.07
Star Fox Command,Game: Star Fox Command, Platform: DS,0.01,0.1,0.39,0.04,0.54
Metroid Prime Hunters,Game: Metroid Prime Hunters, Platform: DS,0.04,0.11,0.58,0.06,0.78
Chicken Hunter,Game: Chicken Hunter, Platform: DS,0,0,0.02,0,0.02
Brothers In Arms DS,Game: Brothers In Arms DS, Platform: DS,0,0,0.03,0,0.04
Operation: Vietnam,Game: Operation: Vietnam, Platform: DS,0,0,0.06,0,0.07
Geometry Wars: Galaxies,Game: Geometry Wars: Galaxies, Platform: DS,0,0,0.13,0.01,0.15
Dementium: The Ward,Game: Dementium: The Ward, Platform: DS,0.01,0,0.15,0.01,0.17
Touch the Dead,Game: Touch the Dead, Platform: DS,0,0,0.2,0.02,0.22
Contra 4,Game: Contra 4, Platform: DS,0,0.01,0.28,0.02,0.31
Call of Duty 4: Modern Warfare,Game: Call of Duty 4: Modern Warfare, Platform: DS,0.02,0.01,0.96,0.08,1.06
Commando: Steel Disaster,Game: Commando: Steel Disaster, Platform: DS,0,0,0.02,0,0.02
Little Red Riding Hood's Zombie BBQ,Game: Little Red Riding Hood's Zombie BBQ, Platform: DS,0,0,0.03,0,0.04
Nanostray 2,Game: Nanostray 2, Platform: DS,0.01,0,0.03,0,0.05
Ketsui Death Label,Game: Ketsui Death Label, Platform: DS,0,0.02,0,0,0.02
Bangai-O Spirits,Game: Bangai-O Spirits, Platform: DS,0,0,0.07,0.01,0.08
Army Men: Soldiers of Misfortune,Game: Army Men: Soldiers of Misfortune, Platform: DS,0,0,0.11,0.01,0.12
Metal Slug 7,Game: Metal Slug 7, Platform: DS,0,0.01,0.13,0.01,0.15
Space Invaders Extreme,Game: Space Invaders Extreme, Platform: DS,0.01,0.01,0.12,0.01,0.15
Call of Duty: World at War,Game: Call of Duty: World at War, Platform: DS,0.26,0,0.57,0.08,0.91
C.O.R.E.,Game: C.O.R.E., Platform: DS,0,0,0.03,0,0.04
Chicken Blaster,Game: Chicken Blaster, Platform: DS,0,0,0.04,0,0.04
Big Bang Mini,Game: Big Bang Mini, Platform: DS,0,0,0.05,0,0.06
System Flaw,Game: System Flaw, Platform: DS,0,0,0.09,0.01,0.1
Space Invaders Extreme 2,Game: Space Invaders Extreme 2, Platform: DS,0.01,0,0.17,0.01,0.19
Call of Duty: Modern Warfare: Mobilized,Game: Call of Duty: Modern Warfare: Mobilized, Platform: DS,0.02,0,0.37,0.03,0.43
Star Wars Battlefront: Elite Squadron,Game: Star Wars Battlefront: Elite Squadron, Platform: DS,0.04,0,0.44,0.04,0.52
James Bond 007: Blood Stone,Game: James Bond 007: Blood Stone, Platform: DS,0.01,0,0.05,0,0.07
Dementium II,Game: Dementium II, Platform: DS,0.02,0,0.09,0.01,0.12
Transformers: War for Cybertron (DS Version),Game: Transformers: War for Cybertron (DS Version), Platform: DS,0.01,0,0.22,0.02,0.24
Call of Duty: Black Ops,Game: Call of Duty: Black Ops, Platform: DS,0.05,0,0.54,0.04,0.63
Veggy World,Game: Veggy World, Platform: DS,0,0,0.02,0,0.02
Duke Nukem Trilogy: Critical Mass,Game: Duke Nukem Trilogy: Critical Mass, Platform: DS,0,0,0.04,0,0.04
Call of Duty: Modern Warfare 3: Defiance,Game: Call of Duty: Modern Warfare 3: Defiance, Platform: DS,0.07,0,0.21,0.02,0.3
SolarStriker,Game: SolarStriker, Platform: GB,0.39,0.36,0.4,0.04,1.2
Pocky & Rocky with Becky,Game: Pocky & Rocky with Becky, Platform: GBA,0.02,0,0.05,0,0.07
Gradius Galaxies,Game: Gradius Galaxies, Platform: GBA,0.02,0,0.06,0,0.08
Doom,Game: Doom, Platform: GBA,0.04,0,0.1,0,0.14
Iridion 3D,Game: Iridion 3D, Platform: GBA,0.12,0,0.33,0.01,0.46
AirForce Delta Storm,Game: AirForce Delta Storm, Platform: GBA,0.01,0,0.02,0,0.02
Silent Scope,Game: Silent Scope, Platform: GBA,0.01,0,0.02,0,0.03
Doom II: Hell on Earth,Game: Doom II: Hell on Earth, Platform: GBA,0.01,0,0.03,0,0.04
Star X,Game: Star X, Platform: GBA,0.01,0,0.03,0,0.04
Reign of Fire,Game: Reign of Fire, Platform: GBA,0.01,0,0.03,0,0.05
Dark Arena,Game: Dark Arena, Platform: GBA,0.01,0,0.03,0,0.04
The Sum of All Fears,Game: The Sum of All Fears, Platform: GBA,0.01,0,0.03,0,0.04
Monster Force,Game: Monster Force, Platform: GBA,0.01,0,0.03,0,0.04
Medal of Honor: Underground,Game: Medal of Honor: Underground, Platform: GBA,0.02,0,0.05,0,0.08
Top Gun: Firestorm Advance,Game: Top Gun: Firestorm Advance, Platform: GBA,0.02,0,0.07,0,0.09
Ballistic: Ecks vs. Sever,Game: Ballistic: Ecks vs. Sever, Platform: GBA,0.03,0,0.07,0,0.1
Turok: Evolution,Game: Turok: Evolution, Platform: GBA,0.03,0,0.08,0,0.12
Space Invaders,Game: Space Invaders, Platform: GBA,0.03,0,0.08,0,0.11
Contra Advance: The Alien Wars EX,Game: Contra Advance: The Alien Wars EX, Platform: GBA,0.03,0,0.08,0,0.11
Tom Clancy's Rainbow Six: Rogue Spear,Game: Tom Clancy's Rainbow Six: Rogue Spear, Platform: GBA,0.03,0,0.08,0,0.11
Wolfenstein 3D,Game: Wolfenstein 3D, Platform: GBA,0.04,0,0.12,0,0.17
Robotech: The Macross Saga,Game: Robotech: The Macross Saga, Platform: GBA,0.06,0,0.15,0,0.21
CT Special Forces 2: Back in the Trenches,Game: CT Special Forces 2: Back in the Trenches, Platform: GBA,0,0,0.01,0,0.01
Max Payne,Game: Max Payne, Platform: GBA,0.01,0,0.02,0,0.03
Iridion II,Game: Iridion II, Platform: GBA,0.03,0,0.09,0,0.13
James Bond 007: Nightfire,Game: James Bond 007: Nightfire, Platform: GBA,0.04,0,0.1,0,0.13
Medal of Honor: Infiltrator,Game: Medal of Honor: Infiltrator, Platform: GBA,0.04,0,0.11,0,0.15
James Bond 007: Everything or Nothing,Game: James Bond 007: Everything or Nothing, Platform: GBA,0.04,0,0.12,0,0.17
SD Gundam Force,Game: SD Gundam Force, Platform: GBA,0,0,0.01,0,0.02
Dead to Rights,Game: Dead to Rights, Platform: GBA,0,0,0.01,0,0.02
Serious Sam Advance,Game: Serious Sam Advance, Platform: GBA,0.01,0,0.02,0,0.02
Thunderbirds,Game: Thunderbirds, Platform: GBA,0.01,0,0.02,0,0.02
Kill.Switch,Game: Kill.Switch, Platform: GBA,0.01,0,0.02,0,0.02
R-Type III: The Third Lightning,Game: R-Type III: The Third Lightning, Platform: GBA,0.01,0,0.02,0,0.03
Metal Slug Advance,Game: Metal Slug Advance, Platform: GBA,0.02,0,0.06,0,0.08
Famicom Mini: Star Soldier,Game: Famicom Mini: Star Soldier, Platform: GBA,0,0.08,0,0,0.08
Famicom Mini: TwinBee,Game: Famicom Mini: TwinBee, Platform: GBA,0,0.12,0,0,0.12
Classic NES Series: Xevious,Game: Classic NES Series: Xevious, Platform: GBA,0.03,0.12,0.08,0.01,0.25
Winx Club,Game: Winx Club, Platform: GBA,0.02,0,0.05,0,0.07
Gunstar Super Heroes,Game: Gunstar Super Heroes, Platform: GBA,0.02,0,0.05,0,0.07
Greg Hastings' Tournament Paintball Max'd,Game: Greg Hastings' Tournament Paintball Max'd, Platform: GBA,0.01,0,0.02,0,0.03
Reign of Fire,Game: Reign of Fire, Platform: GC,0.02,0,0.08,0,0.11
Die Hard: Vendetta,Game: Die Hard: Vendetta, Platform: GC,0.02,0,0.09,0,0.12
BloodRayne,Game: BloodRayne, Platform: GC,0.02,0,0.09,0,0.11
Dead to Rights,Game: Dead to Rights, Platform: GC,0.03,0,0.11,0,0.14
Robotech: Battlecry,Game: Robotech: Battlecry, Platform: GC,0.03,0,0.13,0,0.16
Star Wars Jedi Knight II: Jedi Outcast,Game: Star Wars Jedi Knight II: Jedi Outcast, Platform: GC,0.05,0,0.18,0.01,0.23
Star Wars: Bounty Hunter,Game: Star Wars: Bounty Hunter, Platform: GC,0.05,0,0.2,0.01,0.26
Turok: Evolution,Game: Turok: Evolution, Platform: GC,0.08,0,0.3,0.01,0.38
Star Wars: Clone Wars,Game: Star Wars: Clone Wars, Platform: GC,0.08,0,0.31,0.01,0.4
TimeSplitters 2,Game: TimeSplitters 2, Platform: GC,0.09,0,0.34,0.01,0.44
Medal of Honor: Frontline,Game: Medal of Honor: Frontline, Platform: GC,0.12,0,0.46,0.02,0.59
James Bond 007: Agent Under Fire,Game: James Bond 007: Agent Under Fire, Platform: GC,0.15,0,0.56,0.02,0.72
James Bond 007: Nightfire,Game: James Bond 007: Nightfire, Platform: GC,0.16,0,0.6,0.02,0.78
Army Men: Air Combat - The Elite Missions,Game: Army Men: Air Combat - The Elite Missions, Platform: GC,0,0,0.01,0,0.01
Men in Black II: Alien Escape,Game: Men in Black II: Alien Escape, Platform: GC,0,0,0.01,0,0.01
Space Raiders,Game: Space Raiders, Platform: GC,0,0,0.01,0,0.01
Red Faction II,Game: Red Faction II, Platform: GC,0.01,0,0.03,0,0.03
The Sum of All Fears,Game: The Sum of All Fears, Platform: GC,0.01,0,0.03,0,0.03
P.N.03 - Product Number Three,Game: P.N.03 - Product Number Three, Platform: GC,0.02,0,0.06,0,0.08
Conflict: Desert Storm,Game: Conflict: Desert Storm, Platform: GC,0.02,0,0.06,0,0.08
Ikaruga,Game: Ikaruga, Platform: GC,0.02,0,0.07,0,0.09
XIII,Game: XIII, Platform: GC,0.02,0,0.07,0,0.09
Metal Arms: Glitch in the System,Game: Metal Arms: Glitch in the System, Platform: GC,0.02,0,0.08,0,0.1
Freedom Fighters,Game: Freedom Fighters, Platform: GC,0.03,0,0.1,0,0.13
Tom Clancy's Ghost Recon,Game: Tom Clancy's Ghost Recon, Platform: GC,0.03,0,0.11,0,0.15
Gotcha Force,Game: Gotcha Force, Platform: GC,0,0.01,0.01,0,0.03
Medal of Honor: Rising Sun,Game: Medal of Honor: Rising Sun, Platform: GC,0.09,0,0.33,0.01,0.42
Trigger Man,Game: Trigger Man, Platform: GC,0,0,0.01,0,0.02
Terminator 3: The Redemption,Game: Terminator 3: The Redemption, Platform: GC,0,0,0.02,0,0.02
Serious Sam: Next Encounter,Game: Serious Sam: Next Encounter, Platform: GC,0,0,0.02,0,0.02
Bad Boys: Miami Takedown,Game: Bad Boys: Miami Takedown, Platform: GC,0.01,0,0.03,0,0.05
